,train_acc_half_reg,test_acc_half_reg,NC1_reg,NC2_reg,NC3_reg,NC4_reg,test_acc_reg,train_time_reg,NC1,NC2,NC3,NC4,test_acc,train_time,NC1_SP,NC2_SP,NC3_SP,NC4_SP,test_acc_SP,train_time_SP,train_acc_half,test_acc_half,train_acc_half_SP,test_acc_half_SP
55,0.44843998551368713,0.26186708860759494,160.26431274414062,0.2967059314250946,1.0546318292617798,0.62256,0.6241099683544303,580.3400611877441,1.1329542398452759,0.24980470538139343,0.6780323386192322,0.8826,0.5836629746835443,566.9353458881378,1.1569842100143433,0.24984367191791534,0.6791574358940125,0.87712,0.6123417721518988,429.0101842880249,0.9292809312440911,0.5452927215189873,0.09924266582392917,0.10096914556962025
60,0.12972000241279602,0.11135284810126582,545.0514526367188,0.28904178738594055,1.2300776243209839,0.05692,0.633504746835443,770.1980292797089,0.9463438987731934,0.24258117377758026,0.6472188234329224,0.9164,0.5821795886075949,527.820595741272,0.9693592190742493,0.24253727495670319,0.6503127813339233,0.91488,0.6082871835443038,410.3756811618805,0.9778300383869483,0.5572587025316456,0.0994180484997983,0.10096914556962025
65,0.11271999776363373,0.12134098101265822,337.8257751464844,0.27771300077438354,1.2750645875930786,0.03232,0.6265822784810127,869.9474477767944,0.8376055955886841,0.23686973750591278,0.6180678606033325,0.9404,0.579806170886076,489.09404850006104,0.867209255695343,0.23698924481868744,0.6233307123184204,0.93584,0.6045292721518988,390.7254366874695,0.990904017978785,0.5487539556962026,0.09915497450500119,0.10096914556962025
70,0.11575999855995178,0.1296479430379747,129.56495666503906,0.2768966555595398,1.3026103973388672,0.01912,0.6229232594936709,1082.5828740596771,0.7720522284507751,0.23291580379009247,0.6020234227180481,0.95512,0.5780261075949367,469.5965723991394,0.7968541383743286,0.23300373554229736,0.6065943241119385,0.95344,0.6077927215189873,371.2394006252289,0.9965720663265306,0.5462816455696202,0.11428571428761494,0.11303401898734178
75,0.11691999435424805,0.12757120253164558,12.439640998840332,0.27729883790016174,1.2716779708862305,0.02192,0.6239121835443038,1120.3641829490662,0.7242664098739624,0.22980263829231262,0.5851849913597107,0.96968,0.5770371835443038,469.21449398994446,0.7484744191169739,0.23008105158805847,0.5852108001708984,0.96488,0.6058148734177216,351.76467657089233,0.9968112244897959,0.5415348101265823,0.10040656887755102,0.09889240506329114
80,0.11707999557256699,0.11797863924050633,113.16289520263672,0.2775126099586487,1.2790172100067139,0.02028,0.6023536392405063,1115.3423008918762,0.6704188585281372,0.2274952232837677,0.5712533593177795,0.98032,0.5767405063291139,430.08470368385315,0.6949732303619385,0.22783859074115753,0.5729224681854248,0.97564,0.6014636075949367,351.66993856430054,0.9997209821428571,0.548556170886076,0.10093271686714522,0.09889240506329114
85,0.10779999941587448,0.11263844936708861,6.4850945472717285,0.2793681025505066,1.3500052690505981,0.0084,0.6150118670886076,1112.2618000507355,0.6475922465324402,0.2257041484117508,0.5626492500305176,0.98432,0.5778283227848101,430.0411605834961,0.67586749792099,0.22604204714298248,0.5647318959236145,0.97872,0.6075949367088608,351.55816316604614,0.9995615433673469,0.5450949367088608,0.10102040814806004,0.09889240506329114
90,0.11979999393224716,0.11224287974683544,185.06321716308594,0.2801419496536255,1.3095054626464844,0.01416,0.6162974683544303,1097.1483538150787,0.6127237677574158,0.2241605818271637,0.5510197877883911,0.98856,0.5780261075949367,410.5225076675415,0.6332799196243286,0.22449301183223724,0.5520426034927368,0.98684,0.6020569620253164,331.9776990413666,1.0,0.5480617088607594,0.1007573341912761,0.09889240506329114
95,0.11515999585390091,0.11797863924050633,317.4262390136719,0.2811458706855774,1.2814476490020752,0.02492,0.6069026898734177,1097.3611660003662,0.5996094346046448,0.2229478359222412,0.5470331907272339,0.99016,0.5806962025316456,410.45066690444946,0.6241611242294312,0.22275711596012115,0.5506080389022827,0.98748,0.6040348101265823,332.1033048629761,1.0,0.5488528481012658,0.10084502551020408,0.09889240506329114
100,0.11391999572515488,0.11313291139240507,110.92536926269531,0.2831977903842926,1.217575192451477,0.02404,0.604628164556962,1098.1672174930573,0.5769814252853394,0.22192369401454926,0.53791743516922,0.99264,0.5779272151898734,391.0522212982178,0.6046339869499207,0.22173814475536346,0.5419139266014099,0.99164,0.6034414556962026,332.0494291782379,1.0,0.5457871835443038,0.10084502551020408,0.09889240506329114
105,0.11363999545574188,0.10739715189873418,115.21455383300781,0.2861442267894745,1.2239428758621216,0.00388,0.5593354430379747,1096.5358188152313,0.5598653554916382,0.22108203172683716,0.5312467813491821,0.99528,0.5769382911392406,390.921523809433,0.5829868912696838,0.22090038657188416,0.5341811180114746,0.99368,0.6033425632911392,332.31035017967224,1.0,0.5484572784810127,0.10066964287234813,0.09889240506329114
110,0.10419999808073044,0.10225474683544304,216.89976501464844,0.2869696319103241,1.2094799280166626,0.01096,0.5786194620253164,1109.4636747837067,0.5433549880981445,0.22030366957187653,0.5254678130149841,0.9956,0.5787183544303798,391.0858178138733,0.5698527693748474,0.22012628614902496,0.5292479395866394,0.99416,0.6031447784810127,312.6713123321533,1.0,0.5486550632911392,0.10093271686714522,0.09889240506329114
115,0.10755999386310577,0.1160007911392405,998.7216796875,0.2880752384662628,1.20875883102417,0.83968,0.5877175632911392,1120.0114376544952,0.5364949107170105,0.21963220834732056,0.5212655663490295,0.99684,0.5806962025316456,371.85545468330383,0.5611326098442078,0.2196367383003235,0.5246577262878418,0.99508,0.6043314873417721,312.5886335372925,1.0,0.5478639240506329,0.1007573341912761,0.09889240506329114
